,,ADC_CH_SEL02,MTP Only,0x0E6,230,Protected,16,0x00A6,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL05
,,,,,,,,,,Bits 3:0,,CH_SEL04
,,ADC_GAIN_03,MTP Only,0x0E8,232,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VCP_GAIN
,,ADC_OFFSET_04,MTP Only,0x0EA,234,Protected,16,0xB000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VOUT1_OFFSET
,,ADC_GAIN_04,MTP Only,0x0EC,236,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VOUT1_GAIN
,,ADC_CH_SEL03,MTP Only,0x0EE,238,Protected,16,0x00B7,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL07
,,,,,,,,,,Bits 3:0,,CH_SEL06
,,ADC_OFFSET_05,MTP Only,0x0F0,240,Protected,16,0xB000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VOUT2_OFFSET
,,ADC_GAIN_05,MTP Only,0x0F2,242,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VOUT2_GAIN
,,ADC_OFFSET_06,MTP Only,0x0F4,244,Protected,16,0xB000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VOUT3_OFFSET
,,ADC_CH_SEL04,MTP Only,0x0F6,246,Protected,16,0x0012,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL09
,,,,,,,,,,Bits 3:0,,CH_SEL08
,,ADC_GAIN_06,MTP Only,0x0F8,248,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VOUT3_GAIN
,,ADC_OFFSET_07,MTP Only,0x0FA,250,Protected,16,0xB000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VOUT4_OFFSET
,,ADC_GAIN_07,MTP Only,0x0FC,252,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VOUT4_GAIN
,,ADC_CH_SEL05,MTP Only,0x0FE,254,Protected,16,0x00C3,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL11
,,,,,,,,,,Bits 3:0,,CH_SEL10
,,ADC_OFFSET_08,MTP Only,0x100,256,Protected,16,0xCF77,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,IOUT1_OFFSET
,,ADC_GAIN_08,MTP Only,0x102,258,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,IOUT1_GAIN
,,ADC_OFFSET_09,MTP Only,0x104,260,Protected,16,0xCF77,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,IOUT2_OFFSET
,,ADC_CH_SEL06,MTP Only,0x106,262,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL13
,,,,,,,,,,Bits 3:0,,CH_SEL12
,,ADC_GAIN_09,MTP Only,0x108,264,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,IOUT2_GAIN
,,ADC_OFFSET_10,MTP Only,0x10A,266,Protected,16,0xCF77,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,IOUT3_OFFSET
,,ADC_GAIN_10,MTP Only,0x10C,268,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,IOUT3_GAIN
,,ADC_CH_SEL07,MTP Only,0x10E,270,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL15
,,,,,,,,,,Bits 3:0,,CH_SEL14
,,ADC_OFFSET_11,MTP Only,0x110,272,Protected,16,0xCF77,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,IOUT4_OFFSET
,,ADC_GAIN_11,MTP Only,0x112,274,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,IOUT4_GAIN
,,ADC_OFFSET_12,MTP Only,0x114,276,Protected,16,0xD182,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,TEMP_OFFSET
,,ADC_CH_SEL08,MTP Only,0x116,278,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL17
,,,,,,,,,,Bits 3:0,,CH_SEL16
,,ADC_GAIN_12,MTP Only,0x118,280,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,TEMP_GAIN
,,RTRIM_INFLEX,MTP Only,0x11A,282,Protected,16,0x050C,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,INFLEX
,,RTRIM_A1,MTP Only,0x11C,284,Protected,16,0xBD6F,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,A1
,,ADC_CH_SEL09,MTP Only,0x11E,286,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL19
,,,,,,,,,,Bits 3:0,,CH_SEL18
,,RTRIM_B1,MTP Only,0x120,288,Protected,16,0x44DC,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,B1
,,RTRIM_A2,MTP Only,0x122,290,Protected,16,0xE322,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,A2
,,RTRIM_B2,MTP Only,0x124,292,Protected,16,0x41DB,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,B2
,,ADC_CH_SEL10,MTP Only,0x126,294,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL21
,,,,,,,,,,Bits 3:0,,CH_SEL20
,,MFR_VOUT_MAX,MTP Only,0x128,296,Protected,16,0x7C00,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:0,,MFR_VOUT_MAX
,,ADC_SCALE_VOUT,MTP Only,0x12A,298,Protected,16,0x999A,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_VOUT
,,DAC_SCALE_VOUT,MTP Only,0x12C,300,Protected,16,0xD552,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_VOUT
,,ADC_CH_SEL11,MTP Only,0x12E,302,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL23
,,,,,,,,,,Bits 3:0,,CH_SEL22
,,DAC_SCALE_VOUT_RAMP,MTP Only,0x130,304,Protected,16,0xAEC3,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_VOUT
,,DAC_TRANS_SCALE,MTP Only,0x132,306,Protected,16,0xDA74,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_TRANS
,,ADC_SCALE_IOUT,MTP Only,0x134,308,Protected,16,0x8000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_IOUT
,,ADC_CH_SEL12,MTP Only,0x136,310,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL25
,,,,,,,,,,Bits 3:0,,CH_SEL24
,,ADC_SCALE_VGPR,MTP Only,0x138,312,Protected,16,0x999A,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_VGPR
,,ADC_SCALE_VIN,MTP Only,0x13A,314,Protected,16,0xE666,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_VIN
,,ADC_SCALE_IIN,MTP Only,0x13C,316,Protected,16,0xD93B,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_IIN
,,ADC_CH_SEL13,MTP Only,0x13E,318,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL27
,,,,,,,,,,Bits 3:0,,CH_SEL26
,,ADC_SCALE_TEMP,MTP Only,0x140,320,Protected,16,0xE26A,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_TEMP
,,ADC_SCALE_VCP,MTP Only,0x142,322,Protected,16,0x999A,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,SCALE_VCP
,,ADC_TEMP_CONV,MTP Only,0x144,324,Protected,16,0x0445,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,TEMP_CONV
,,ADC_CH_SEL14,MTP Only,0x146,326,Protected,16,0x0000,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:4,,CH_SEL29
,,,,,,,,,,Bits 3:0,,CH_SEL28
,,MFR_VIN_MAX,MTP Only,0x148,328,Protected,16,0x7C00,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:0,,MFR_VIN_MAX
,,MFR_IIN_MAX,MTP Only,0x14A,330,Protected,16,0xD880,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:0,,MFR_IIN_MAX
,,MFR_VIN_MIN,MTP Only,0x14C,332,Protected,16,0x4CCD,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:0,,MFR_VIN_MIN
,,ADC_CH_SEL15,MTP Only,0x14E,334,Protected,16,0x00C0,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:13,,
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bits 8:4,,CH_LOOP_LIM
,,,,,,,,,,Bits 3:0,,CH_SEL30
,,CONFIGADC1,MTP Only,0x150,336,Protected,16,0x1200,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:14,,SPARE
,,,,,,,,,,Bits 13:10,,DISCARD
,,,,,,,,,,Bit 9,,BIT_FLIP
,,,,,,,,,,Bit 8,,CLK_RISE
,,,,,,,,,,Bit 7,,ADC_USE_SINC3
,,,,,,,,,,Bits 6:5,,ADC_DECR_OPTIONS
,,,,,,,,,,Bits 4:0,,CLK_ADC_OPTIONS
,,CONFIGADC2,MTP Only,0x152,338,Protected,16,0x1FFF,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:0,,TRIM_ADC_OS
,,CONFIGADC3,MTP Only,0x154,340,Protected,16,0x1FFF,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:0,,TRIM_ADC_GN
,,MFR_ID,MTP Only,0x156,342,Protected,16,0x00A5,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:0,,MFR_ID
,,CONFIGADC4,MTP Only,0x158,344,Protected,16,0x0003,,POR,,Soft-trim in adc_ctrl
,,,,,,,,,,Bits 15:2,,
,,,,,,,,,,Bits 1:0,,CHOPCFG
,,COORDINATES,MTP Only,0x15A,346,Protected,16,0x0000,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:8,,DIE_X
,,,,,,,,,,Bits 7:0,,DIE_Y
,,WAFERLOT,MTP Only,0x15C,348,Protected,16,0x0000,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:10,,WAFER_NO
,,,,,,,,,,Bits 9:0,,LOT_NO
,,CAPABILITY,MTP Only,0x15E,350,Protected,16,0x0050,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:0,,CAPABILITY
,,CFG_BUCK0,MTP Only,0x160,352,Protected,16,0xD17C,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,CFG0
,,CFG_BUCK1,MTP Only,0x162,354,Protected,16,0x0003,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,CFG1
,,CFG_BUCK_GMPZ0,MTP Only,0x164,356,Protected,16,0xA529,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,
,,PMBUS_REVISION,MTP Only,0x166,358,Protected,16,0x0033,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:0,,REVISION
,,CFG_BUCK_GMPZ1,MTP Only,0x168,360,Protected,16,0x5144,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,
,,CFG_BUCK_GMPZ2,MTP Only,0x16A,362,Protected,16,0x0514,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,
,,CFG_BUCK_GMPZ3,MTP Only,0x16C,364,Protected,16,0x0000,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,
,,IC_DEVICE_ID,MTP Only,0x16E,366,Protected,16,0x000B,,POR,,"Read-only, no soft-trim version"
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:0,,IC_DEVICE_ID
,,TRIM_BUCK0,MTP Only,0x170,368,Protected,16,0x1977,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM0
,,TRIM_BUCK1,MTP Only,0x172,370,Protected,16,0x01DC,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM1
,,TRIM_BUCK2,MTP Only,0x174,372,Protected,16,0x1977,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM2
,,CFG_VDD,MTP Only,0x176,374,Protected,16,0x0000,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:0,,CFG_VDD
,,TRIM_BUCK3,MTP Only,0x178,376,Protected,16,0x01DC,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM3
,,TRIM_BUCK4,MTP Only,0x17A,378,Protected,16,0x1977,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM4
,,TRIM_BUCK5,MTP Only,0x17C,380,Protected,16,0x01DC,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM5
,,PARITY_48_64,MTP Only,0x17E,382,Protected,16,,,POR,,
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bits 8:0,,SPARE
,,TRIM_BUCK6,MTP Only,0x180,384,Protected,16,0x1977,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM6
,,TRIM_BUCK7,MTP Only,0x182,386,Protected,16,0x01DC,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM7
,,CFG_CP0,MTP Only,0x184,388,Protected,16,0xE693,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,CFG0
,,TRIM_BUCK_RAMP,MTP Only,0x186,390,Protected,16,0x0000,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bits 7:0,,TRIM
,,CFG_CP1,MTP Only,0x188,392,Protected,16,0x0231,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,CFG1
,,TRIM_VREF,MTP Only,0x18A,394,Protected,16,0x0000,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:0,,TRIM
,,TRIM_CLK_DLY,MTP Only,0x18C,396,Protected,16,0x55A0,,POR,,Soft-trim in tst_cfg_ctrl
,,,,,,,,,,Bits 15:14,,ALRTO
,,,,,,,,,,Bits 13:12,,ALRT
,,,,,,,,,,Bits 11:10,,SDAO
,,,,,,,,,,Bits 9:8,,SDA
,,,,,,,,,,Bits 7:6,,SCL
,,,,,,,,,,Bits 5:0,,CLK
,,CFGD0_BUCK,MTP Only,0x18E,398,Protected,16,0x0006,,POR,,Soft-trim in power_ctrl
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bits 8:7,,HSOC_DG
,,,,,,,,,,Bits 6:5,,LSOC_DG
,,,,,,,,,,Bits 4:3,,HICCUP
,,,,,,,,,,Bit 2,,BLEED
,,,,,,,,,,Bits 1:0,,SSG
,,CFG_CPD0,MTP Only,0x190,400,Protected,16,0x4000,,POR,,Soft-trim in power_ctrl
,,,,,,,,,,Bit 15,,SPARE
,,,,,,,,,,Bit 14,,SPD_OK
,,,,,,,,,,Bits 13:10,,OFFFLT
,,,,,,,,,,Bits 9:8,,SETDLY
,,,,,,,,,,Bits 7:6,,SSDLY
,,,,,,,,,,Bits 5:4,,VREFSEL
,,,,,,,,,,Bits 3:2,,OFFCOLD
,,,,,,,,,,Bits 1:0,,COMP_DLY
,,CFG_CPD1,MTP Only,0x192,402,Protected,16,0x0000,,POR,,Soft-trim in power_ctrl
,,,,,,,,,,Bits 15:10,,SPARE
,,,,,,,,,,Bits 9:8,,GDDLY
,,,,,,,,,,Bits 7:4,,BALMAX
,,,,,,,,,,Bits 3:0,,BALMIN
,,CFG_DAC1,MTP Only,0x194,404,Protected,16,0xA861,,POR,,Soft-trim in ps1_ctrl
,,,,,,,,,,Bits 15:13,,STEP
,,,,,,,,,,Bits 12:9,,CLAMP
,,,,,,,,,,Bits 8:6,,UPDATE
,,,,,,,,,,Bit 5,,CAL_EN
,,,,,,,,,,Bits 4:3,,MODGAIN
,,,,,,,,,,Bits 2:0,,DIVSEL
,,TM_GMCLMP,MTP Only,0x196,406,Protected,16,0x0000,,POR,,Soft-trim in glue_logic
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bit 7,,TM_GMCLMP4_SEL
,,,,,,,,,,Bit 6,,TM_GMCLMP4_DAT
,,,,,,,,,,Bit 5,,TM_GMCLMP3_SEL
,,,,,,,,,,Bit 4,,TM_GMCLMP3_DAT
,,,,,,,,,,Bit 3,,TM_GMCLMP2_SEL
,,,,,,,,,,Bit 2,,TM_GMCLMP2_DAT
,,,,,,,,,,Bit 1,,TM_GMCLMP1_SEL
,,,,,,,,,,Bit 0,,TM_GMCLMP1_DAT
,,DAC1_TRIM,MTP Only,0x198,408,Protected,16,0x0000,,POR,,Soft-trim in ps1_ctrl
,,,,,,,,,,Bits 15:0,,TRIM
,,CFG_DAC2,MTP Only,0x19A,410,Protected,16,0xA861,,POR,,Soft-trim in ps2_ctrl
,,,,,,,,,,Bits 15:13,,STEP
,,,,,,,,,,Bits 12:9,,CLAMP
,,,,,,,,,,Bits 8:6,,UPDATE
,,,,,,,,,,Bit 5,,CAL_EN
,,,,,,,,,,Bits 4:3,,MODGAIN
,,,,,,,,,,Bits 2:0,,DIVSEL
,,DAC2_TRIM,MTP Only,0x19C,412,Protected,16,0x0000,,POR,,Soft-trim in ps2_ctrl
,,,,,,,,,,Bits 15:0,,TRIM
,,TM_PSUV,MTP Only,0x19E,414,Protected,16,0x0000,,POR,,Soft-trim in glue_logic
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bit 7,,TM_PSUV4_SEL
,,,,,,,,,,Bit 6,,TM_PSUV4_DAT
,,,,,,,,,,Bit 5,,TM_PSUV3_SEL
,,,,,,,,,,Bit 4,,TM_PSUV3_DAT
,,,,,,,,,,Bit 3,,TM_PSUV2_SEL
,,,,,,,,,,Bit 2,,TM_PSUV2_DAT
,,,,,,,,,,Bit 1,,TM_PSUV1_SEL
,,,,,,,,,,Bit 0,,TM_PSUV1_DAT
,,CFG_DAC3,MTP Only,0x1A0,416,Protected,16,0xA861,,POR,,Soft-trim in ps3_ctrl
,,,,,,,,,,Bits 15:13,,STEP
,,,,,,,,,,Bits 12:9,,CLAMP
,,,,,,,,,,Bits 8:6,,UPDATE
,,,,,,,,,,Bit 5,,CAL_EN
,,,,,,,,,,Bits 4:3,,MODGAIN
,,,,,,,,,,Bits 2:0,,DIVSEL
,,DAC3_TRIM,MTP Only,0x1A2,418,Protected,16,0x0000,,POR,,Soft-trim in ps3_ctrl
,,,,,,,,,,Bits 15:0,,TRIM
,,CFG_DAC4,MTP Only,0x1A4,420,Protected,16,0xA861,,POR,,Soft-trim in ps4_ctrl
,,,,,,,,,,Bits 15:13,,STEP
,,,,,,,,,,Bits 12:9,,CLAMP
,,,,,,,,,,Bits 8:6,,UPDATE
,,,,,,,,,,Bit 5,,CAL_EN
,,,,,,,,,,Bits 4:3,,MODGAIN
,,,,,,,,,,Bits 2:0,,DIVSEL
,,TM_PSOV,MTP Only,0x1A6,422,Protected,16,0x0000,,POR,,Soft-trim in glue_logic
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bit 7,,TM_PSOV4_SEL
,,,,,,,,,,Bit 6,,TM_PSOV4_DAT
,,,,,,,,,,Bit 5,,TM_PSOV3_SEL
,,,,,,,,,,Bit 4,,TM_PSOV3_DAT
,,,,,,,,,,Bit 3,,TM_PSOV2_SEL
,,,,,,,,,,Bit 2,,TM_PSOV2_DAT
,,,,,,,,,,Bit 1,,TM_PSOV1_SEL
,,,,,,,,,,Bit 0,,TM_PSOV1_DAT
,,DAC4_TRIM,MTP Only,0x1A8,424,Protected,16,0x0000,,POR,,Soft-trim in ps4_ctrl
,,,,,,,,,,Bits 15:0,,TRIM
,,VX_OV_FLT_LIM,MTP Only,0x1AA,426,Protected,16,0x3000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VX_OV_FLT_LIM
,,VX_UV_FLT_LIM,MTP Only,0x1AC,428,Protected,16,0x1000,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,VX_UV_FLT_LIM
,,TM_LSOC,MTP Only,0x1AE,430,Protected,16,0x0000,,POR,,Soft-trim in glue_logic
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bit 7,,TM_LSOC4_SEL
,,,,,,,,,,Bit 6,,TM_LSOC4_DAT
,,,,,,,,,,Bit 5,,TM_LSOC3_SEL
,,,,,,,,,,Bit 4,,TM_LSOC3_DAT
,,,,,,,,,,Bit 3,,TM_LSOC2_SEL
,,,,,,,,,,Bit 2,,TM_LSOC2_DAT
,,,,,,,,,,Bit 1,,TM_LSOC1_SEL
,,,,,,,,,,Bit 0,,TM_LSOC1_DAT
,,PSEMI_OT_SET_FLT_LIM,MTP Only,0x1B0,432,Protected,16,0x0258,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,LIM
,,PSEMI_OT_CLR_FLT_LIM,MTP Only,0x1B2,434,Protected,16,0x01F4,,POR,,"Used direct from NVM, no soft-trim"
,,,,,,,,,,Bits 15:0,,LIM
,,CP_FLT_CONFIG,MTP Only,0x1B4,436,Protected,16,0x03FF,,POR,,Soft-trim in power_ctrl
,,,,,,,,,,Bits 15:10,,SPARE
,,,,,,,,,,Bit 9,,CMPVXUV
,,,,,,,,,,Bit 8,,CMPVXOV
,,,,,,,,,,Bit 7,,ADCVXUV
,,,,,,,,,,Bit 6,,ADCVXOV
,,,,,,,,,,Bit 5,,MFROT
,,,,,,,,,,Bit 4,,PMBOT
,,,,,,,,,,Bit 3,,IINOC
,,,,,,,,,,Bit 2,,VINLOW
,,,,,,,,,,Bit 1,,VINOV
,,,,,,,,,,Bit 0,,VINUV
,,TM_HSOC,MTP Only,0x1B6,438,Protected,16,0x0000,,POR,,Soft-trim in glue_logic
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bit 7,,TM_HSOC4_SEL
,,,,,,,,,,Bit 6,,TM_HSOC4_DAT
,,,,,,,,,,Bit 5,,TM_HSOC3_SEL
,,,,,,,,,,Bit 4,,TM_HSOC3_DAT
,,,,,,,,,,Bit 3,,TM_HSOC2_SEL
,,,,,,,,,,Bit 2,,TM_HSOC2_DAT
,,,,,,,,,,Bit 1,,TM_HSOC1_SEL
,,,,,,,,,,Bit 0,,TM_HSOC1_DAT
,,TM_CPSTS,MTP Only,0x1B8,440,Protected,16,0x0000,,POR,,Soft-trim in power_ctrl
,,,,,,,,,,Bit 15,,STS_CP7_SEL
,,,,,,,,,,Bit 14,,STS_CP7_DAT
,,,,,,,,,,Bit 13,,STS_CP6_SEL
,,,,,,,,,,Bit 12,,STS_CP6_DAT
,,,,,,,,,,Bit 11,,STS_CP5_SEL
,,,,,,,,,,Bit 10,,STS_CP5_DAT
,,,,,,,,,,Bit 9,,STS_CP4_SEL
,,,,,,,,,,Bit 8,,STS_CP4_DAT
,,,,,,,,,,Bit 7,,STS_CP3_SEL
,,,,,,,,,,Bit 6,,STS_CP3_DAT
,,,,,,,,,,Bit 5,,STS_CP2_SEL
,,,,,,,,,,Bit 4,,STS_CP2_DAT
,,,,,,,,,,Bit 3,,STS_CP1_SEL
,,,,,,,,,,Bit 2,,STS_CP1_DAT
,,,,,,,,,,Bit 1,,STS_CP0_SEL
,,,,,,,,,,Bit 0,,STS_CP0_DAT
,,CFG_PMBUS,MTP Only,0x1BA,442,Protected,16,0x0000,,POR,,Soft-trim in glue_logic
,,,,,,,,,,Bits 15:1,,SPARE
,,,,,,,,,,Bit 0,,PPLUS_MODE
,,TRIM_DONE,MTP Only,0x1BC,444,Protected,16,0X5A5A,,POR,,
,,,,,,,,,,Bits 15:0,,TRIM_DONE
,,TM_PRECMP,MTP Only,0x1BE,446,Protected,16,0x0000,,POR,,Soft-trim in glue_logic
,,,,,,,,,,Bits 15:9,,PARITY
,,,,,,,,,,Bit 8,,SPARE
,,,,,,,,,,Bit 7,,TM_PREC4_SEL
,,,,,,,,,,Bit 6,,TM_PREC4_DAT
,,,,,,,,,,Bit 5,,TM_PREC3_SEL
